Base,MD,FY,Manpower_Ops,Manpower_Mx,Manpower_Support_Staff,Operating_Material,Mx_Consumables,Mx_DLR,Mx_Depot_AC,Mx_Depot_Missile,Mx_Depot_Engine,CLS,Total_O.S,Avg_Inv,TAI,End_Strength,FH
ANDREWS AFB (MD),SPACE OPS,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19075,NA,NA,NA,NA
ANDREWS AFB (MD),SPACE OPS,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4329,NA,NA,NA,NA
ANDREWS AFB (MD),SPACE OPS,2001,358979,NA,275732,NA,NA,NA,NA,NA,NA,NA,634711,NA,NA,31,NA
ANDREWS AFB (MD),SPACE OPS,2002,984838,NA,120666,NA,NA,NA,NA,NA,NA,NA,1143623,NA,NA,65,NA
ANDREWS AFB (MD),SPACE OPS,2003,1312681,NA,196747,NA,NA,NA,NA,NA,NA,NA,1518852,NA,NA,68,NA
ANDREWS AFB (MD),SPACE OPS,2004,493494,NA,128102,NA,NA,NA,NA,NA,NA,NA,621596,NA,NA,22,NA
ANDREWS AFB (MD),SPACE OPS,2005,141215,NA,39684,NA,NA,NA,NA,NA,NA,NA,180899,NA,NA,5,NA
ANDREWS AFB (MD),SPACE OPS,2006,88028,NA,48104,NA,NA,NA,NA,NA,NA,NA,136132,NA,NA,4,NA
ANDREWS AFB (MD),SPACE OPS,2007,NA,NA,33273,NA,NA,NA,NA,NA,NA,NA,33273,NA,NA,5,NA
ANDREWS AFB (MD),SPACE OPS,2008,NA,NA,14279,NA,NA,NA,NA,NA,NA,NA,14279,NA,NA,4,NA
ANDREWS AFB (MD),SPACE OPS,2009,NA,NA,13924,NA,NA,NA,NA,NA,NA,NA,13924,NA,NA,4,NA
ANDREWS AFB (MD),SPACE OPS,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA
ANDREWS AFB (MD),SPACE OPS,2011,21038,NA,NA,NA,NA,NA,NA,NA,NA,NA,21038,NA,NA,6,NA
ANDREWS AFB (MD),SPACE OPS,2012,14182,NA,NA,563577,99073,NA,NA,NA,NA,NA,1340736,NA,NA,5,NA
ANDREWS AFB (MD),SPACE OPS,2013,14188,NA,NA,NA,NA,NA,NA,NA,NA,NA,14188,NA,NA,5,NA
ANDREWS AFB (MD),SPACE OPS,2014,91550,NA,NA,NA,NA,NA,NA,NA,NA,NA,91550,NA,NA,6,NA
BARKSDALE AFB (LA),A-10,1996,2226133,95534,283922,15434695,3788724,12258671,NA,NA,NA,NA,37849407,22,21,278,4038
BARKSDALE AFB (LA),A-10,1997,2256412,79902,323397,11226865,5015140,11464492,NA,NA,NA,NA,33814056,17,17,245,4467
BARKSDALE AFB (LA),A-10,1998,1878970,99139,324849,17439348,3362377,14927666,NA,NA,NA,NA,41397205,17,17,213,4444
BARKSDALE AFB (LA),A-10,1999,2502188,2049747,15525886,17682648,4923510,22837539,NA,NA,NA,NA,68338646,17,17,459,4672
BARKSDALE AFB (LA),A-10,2000,2359412,2928713,16631220,16996969,6457496,24169914,NA,NA,NA,NA,72284540,16,17,533,4580
BARKSDALE AFB (LA),A-10,2001,2131475,2938388,16730892,16596334,4904777,22690242,NA,NA,NA,NA,68333760,18,18,539,4601
BARKSDALE AFB (LA),A-10,2002,2174559,2947387,15531922,17012852,5789077,16060037,NA,NA,NA,NA,62112939,18,18,544,4802
BARKSDALE AFB (LA),A-10,2003,2008088,3396288,14528902,16452364,6834680,21862099,NA,NA,NA,NA,66948160,17,17,557,4783
BARKSDALE AFB (LA),A-10,2004,2358218,3814221,17745004,17116563,4468712,13337833,NA,NA,NA,NA,61010246,16,17,563,4798
BARKSDALE AFB (LA),A-10,2005,2280515,4016609,17647708,15758727,7515254,22868333,NA,NA,NA,NA,71887034,17,17,565,4429
BARKSDALE AFB (LA),A-10,2006,2536027,4012560,18975259,21556305,6082403,18680458,NA,NA,NA,NA,73802199,21,18,674,5402
BARKSDALE AFB (LA),A-10,2007,2501269,4606593,22056190,20585897,7138072,20464570,NA,NA,NA,NA,80682644,24,24,773,6317
BARKSDALE AFB (LA),A-10,2008,2528489,4266283,23453803,20715810,6197214,18206706,NA,NA,NA,NA,78980378,25,25,778,6027
BARKSDALE AFB (LA),A-10,2009,3373665,6400116,23729494,17978289,7974319,29985981,NA,NA,NA,NA,92541715,23,26,791,5442
BARKSDALE AFB (LA),A-10,2010,2610951,5892957,24359748,19858996,7645474,27317007,NA,NA,NA,NA,91452761,24,26,757,5455
BARKSDALE AFB (LA),A-10,2011,2749138,6691822,2747025,16119039,8315320,34786642,NA,NA,NA,NA,73764972,21,24,704,4709
BARKSDALE AFB (LA),A-10,2012,3363787,7713284,2794465,20089175,5750153,28697407,NA,NA,NA,NA,70912168,23,24,743,6207
BARKSDALE AFB (LA),A-10,2013,2578480,5377558,2288789,4328680,3958742,18215447,NA,NA,NA,NA,37808541,14,14,479,1485
BARKSDALE AFB (LA),A-10,2014,2033712,65633,1750924,1611283,1687447,1494434,NA,NA,NA,NA,10226668,NA,NA,31,NA
BARKSDALE AFB (LA),ABL,1997,NA,NA,NA,16193,NA,NA,NA,NA,NA,NA,16193,NA,NA,NA,NA
BARKSDALE AFB (LA),AT-38,1996,5270,11819,11029,3589,2401,1752,NA,NA,NA,NA,65972,NA,NA,NA,NA
BARKSDALE AFB (LA),AT-38,1997,3638,5203,4038,350,251,NA,NA,NA,NA,NA,15856,NA,NA,NA,NA
BARKSDALE AFB (LA),AT-38,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
BARKSDALE AFB (LA),AT-38,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
BARKSDALE AFB (LA),AT-38,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
BARKSDALE AFB (LA),AT-38,2011,161,249,91,NA,NA,NA,NA,NA,NA,NA,501,NA,NA,NA,NA
BARKSDALE AFB (LA),AT-38,2012,2567,2993,1475,NA,NA,NA,NA,NA,NA,NA,7035,NA,NA,NA,NA
BARKSDALE AFB (LA),AT-38,2013,3461,3052,1636,NA,NA,NA,NA,NA,NA,NA,8149,NA,NA,NA,NA
BARKSDALE AFB (LA),AT-38,2014,3503,2524,1627,NA,NA,NA,NA,NA,NA,NA,7654,NA,NA,NA,NA
BARKSDALE AFB (LA),B-1,1996,1462505,NA,NA,NA,17901,NA,NA,NA,NA,NA,1563035,NA,NA,17,NA
BARKSDALE AFB (LA),B-1,1997,1588087,NA,NA,3404,NA,NA,NA,NA,NA,NA,1634341,NA,NA,19,NA
BARKSDALE AFB (LA),B-1,1998,1434281,NA,NA,9936,NA,NA,NA,NA,NA,NA,1495101,NA,NA,18,NA
BARKSDALE AFB (LA),B-1,1999,1433939,NA,NA,NA,NA,NA,NA,NA,NA,NA,1475061,NA,NA,18,NA
BARKSDALE AFB (LA),B-1,2000,1169648,NA,NA,NA,NA,NA,NA,NA,NA,NA,1179496,NA,NA,15,NA
BARKSDALE AFB (LA),B-1,2001,740470,NA,NA,8273,NA,NA,NA,NA,NA,NA,763715,NA,NA,10,NA
BARKSDALE AFB (LA),B-1,2002,1121992,NA,NA,NA,3088,NA,NA,NA,NA,NA,1125080,NA,NA,13,NA
BARKSDALE AFB (LA),B-1,2003,1474196,NA,NA,NA,NA,NA,NA,NA,NA,NA,1474196,NA,NA,15,NA
BARKSDALE AFB (LA),B-1,2004,1531076,NA,NA,NA,NA,NA,NA,NA,NA,NA,1531076,NA,NA,16,NA
BARKSDALE AFB (LA),B-1,2005,974968,NA,NA,NA,NA,NA,NA,NA,NA,NA,974968,NA,NA,11,NA
BARKSDALE AFB (LA),B-1,2006,617589,NA,NA,NA,NA,NA,NA,NA,NA,NA,617589,NA,NA,6,NA
BARKSDALE AFB (LA),B-1,2007,619371,NA,NA,NA,NA,NA,NA,NA,NA,NA,619371,NA,NA,6,NA
BARKSDALE AFB (LA),B-1,2008,146281,NA,NA,NA,NA,NA,NA,NA,NA,NA,146281,NA,NA,2,NA
BARKSDALE AFB (LA),B-2,1996,548989,NA,NA,NA,NA,NA,NA,NA,NA,NA,557249,NA,NA,9,NA
BARKSDALE AFB (LA),B-2,1997,244348,NA,NA,NA,NA,NA,NA,NA,NA,NA,432037,NA,NA,8,NA
BARKSDALE AFB (LA),B-2,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240554,NA,NA,9,NA
BARKSDALE AFB (LA),B-2,1999,261821,NA,NA,9785,NA,NA,NA,NA,NA,NA,518688,NA,NA,7,NA
BARKSDALE AFB (LA),B-2,2000,353323,NA,NA,NA,NA,NA,NA,NA,NA,NA,586423,NA,NA,8,NA
BARKSDALE AFB (LA),B-2,2001,320163,NA,NA,NA,NA,NA,NA,NA,NA,NA,558474,NA,NA,8,NA
BARKSDALE AFB (LA),B-2,2002,574893,NA,NA,NA,NA,NA,NA,NA,NA,NA,838166,NA,NA,7,NA
BARKSDALE AFB (LA),B-2,2003,652648,NA,NA,3709,NA,NA,NA,NA,NA,NA,921082,NA,NA,8,NA
BARKSDALE AFB (LA),B-2,2004,440396,NA,NA,NA,NA,NA,NA,NA,NA,NA,733386,NA,NA,5,NA
BARKSDALE AFB (LA),B-2,2005,495559,28441,NA,NA,NA,NA,NA,NA,NA,NA,739096,NA,NA,6,NA
BARKSDALE AFB (LA),B-2,2006,491989,56863,NA,NA,NA,NA,NA,NA,NA,NA,762283,NA,NA,6,NA
BARKSDALE AFB (LA),B-2,2007,448682,NA,NA,NA,NA,NA,NA,NA,NA,NA,669055,NA,NA,5,NA
BARKSDALE AFB (LA),B-2,2008,200169,NA,51224,NA,NA,NA,NA,NA,NA,NA,477822,NA,NA,3,NA
BARKSDALE AFB (LA),B-2,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,405886,632907,NA,NA,NA,NA
BARKSDALE AFB (LA),B-2,2010,1290036,263569,437576,NA,NA,NA,NA,NA,NA,10024899,12016080,NA,NA,13,NA
BARKSDALE AFB (LA),B-2,2011,723066,152368,263786,NA,NA,NA,NA,NA,NA,18859982,23664160,NA,NA,8,NA
BARKSDALE AFB (LA),B-2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,14309893,19594050,NA,NA,NA,NA
BARKSDALE AFB (LA),B-2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,11960014,24024548,NA,NA,NA,NA
BARKSDALE AFB (LA),B-2,2014,84539,NA,NA,NA,NA,NA,NA,NA,NA,12861504,15958571,NA,NA,1,NA
BARKSDALE AFB (LA),B-52,1996,49739089,110759440,27779240,253057308,17432760,201076601,NA,NA,NA,NA,663685272,53,58,2931,19600
BARKSDALE AFB (LA),B-52,1997,49641252,110313114,27100774,223371793,17484851,156905243,NA,NA,NA,NA,588380080,56,57,2971,18281
BARKSDALE AFB (LA),B-52,1998,48809100,104061011,26978897,243234703,14874147,100402911,NA,NA,NA,NA,542669485,57,57,2938,17721
BARKSDALE AFB (LA),B-52,1999,48161056,105190855,56409797,223467838,16429827,81100029,NA,NA,NA,NA,533866555,59,57,3536,16875
BARKSDALE AFB (LA),B-52,2000,53056443,105558012,57633500,216661881,13586276,87126246,NA,NA,NA,NA,535270725,58,57,3691,16764
BARKSDALE AFB (LA),B-52,2001,50666024,104109190,57364867,215245166,16432243,82379495,NA,NA,NA,NA,528202474,58,57,3655,17107
BARKSDALE AFB (LA),B-52,2002,60669510,122166446,51460858,299958386,16365971,62798667,NA,NA,NA,NA,615348218,59,57,3947,25319
BARKSDALE AFB (LA),B-52,2003,59913313,130892429,62930766,263987232,14771902,74360050,NA,NA,NA,NA,609452598,59,57,3972,19858
BARKSDALE AFB (LA),B-52,2004,61236308,143744248,64453684,225093996,20882396,118476486,NA,NA,NA,NA,636483745,58,57,4237,17119
BARKSDALE AFB (LA),B-52,2005,59860637,139394933,61309303,225582423,23847399,141178517,NA,NA,NA,NA,653629843,57,57,4066,16716
BARKSDALE AFB (LA),B-52,2006,56051860,129362335,62311150,280096570,16952399,96060371,NA,NA,NA,NA,643121259,57,57,3806,20732
BARKSDALE AFB (LA),B-52,2007,52711998,121006245,61342360,215924893,15031058,118487380,NA,NA,NA,NA,586821602,57,60,3646,14740
BARKSDALE AFB (LA),B-52,2008,51197637,118340123,52301212,186386516,18143583,121924367,NA,NA,NA,NA,550598621,51,64,3500,13217
BARKSDALE AFB (LA),B-52,2009,60014914,133102747,47863626,168403522,16767231,104434806,NA,NA,NA,NA,532916629,49,58,3456,11347
BARKSDALE AFB (LA),B-52,2010,59377790,137977085,46510923,147892468,18047471,105750481,NA,NA,NA,NA,517799689,41,50,3560,10013
BARKSDALE AFB (LA),B-52,2011,60248811,137153555,48009634,164622831,15950285,80839391,NA,NA,NA,NA,511203214,39,47,3568,12134
BARKSDALE AFB (LA),B-52,2012,60430165,137309388,46433080,162574064,17269231,95421051,NA,NA,NA,9905854,535385183,41,47,3527,12149
BARKSDALE AFB (LA),B-52,2013,57004405,134789936,44674578,136760884,14546389,78951278,NA,NA,NA,8728096,480471116,41,47,3488,10644
BARKSDALE AFB (LA),B-52,2014,60044344,136764891,45717969,157518313,18013940,84135852,NA,NA,NA,8916347,532348902,40,47,3651,12037
BARKSDALE AFB (LA),C-130,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14407,NA,NA,NA,NA
BARKSDALE AFB (LA),C-130,1997,NA,NA,NA,1389,34659,NA,NA,NA,NA,NA,112179,NA,NA,NA,NA
BARKSDALE AFB (LA),C-130,1998,NA,NA,NA,NA,-52,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
BARKSDALE AFB (LA),C-135,1996,NA,NA,NA,1055,1796,NA,NA,NA,NA,NA,3332,NA,NA,1,NA
BARKSDALE AFB (LA),C-21,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1294,NA,NA,NA,NA
BARKSDALE AFB (LA),C-21,1997,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,5838,NA,NA,NA,NA
BARKSDALE AFB (LA),C-21,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA
BARKSDALE AFB (LA),E-3,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
BARKSDALE AFB (LA),E-4,1996,NA,178605,1821636,329944,655234,158523,NA,NA,NA,NA,3513060,NA,NA,35,NA
BARKSDALE AFB (LA),E-4,1997,NA,NA,1997884,387722,450587,38871,NA,NA,NA,NA,3089150,NA,NA,34,NA
BARKSDALE AFB (LA),E-4,1998,NA,NA,2123415,850776,192612,246284,NA,NA,NA,NA,4160081,NA,NA,36,NA
BARKSDALE AFB (LA),E-4,1999,NA,NA,2318863,673921,83517,37423,NA,NA,NA,NA,3290130,NA,NA,41,NA
BARKSDALE AFB (LA),E-4,2000,NA,NA,2304684,425846,58035,27149,NA,NA,NA,NA,2880090,NA,NA,40,NA
BARKSDALE AFB (LA),E-4,2001,NA,NA,2445724,13922,NA,NA,NA,NA,NA,NA,2459646,NA,NA,40,NA
BARKSDALE AFB (LA),E-4,2002,NA,NA,2166926,11096,NA,NA,NA,NA,NA,NA,2178022,NA,NA,32,NA
BARKSDALE AFB (LA),E-4,2003,NA,NA,2044124,11918,NA,NA,NA,NA,NA,NA,2056042,NA,NA,29,NA
BARKSDALE AFB (LA),E-4,2004,NA,NA,1711732,76060,NA,NA,NA,NA,NA,NA,1787792,NA,NA,24,NA
BARKSDALE AFB (LA),E-4,2005,NA,NA,1939085,5825,1067,NA,NA,NA,NA,NA,1945977,NA,NA,28,NA
BARKSDALE AFB (LA),E-4,2006,NA,NA,2930983,9841,2068,NA,NA,NA,NA,NA,2942892,NA,NA,48,NA
BARKSDALE AFB (LA),E-4,2007,NA,NA,3105927,6463,10057,NA,NA,NA,NA,NA,3127989,NA,NA,46,NA
BARKSDALE AFB (LA),E-4,2008,NA,NA,2780349,13031,NA,NA,NA,NA,NA,NA,2796665,NA,NA,40,NA
BARKSDALE AFB (LA),E-4,2009,NA,NA,2040786,1281,NA,NA,NA,NA,NA,NA,2074224,NA,NA,27,NA
BARKSDALE AFB (LA),E-4,2010,NA,NA,2792484,18215,NA,NA,NA,NA,NA,NA,2825572,NA,NA,38,NA
BARKSDALE AFB (LA),E-4,2011,NA,NA,2306230,NA,NA,NA,NA,NA,NA,NA,3095417,NA,NA,30,NA
BARKSDALE AFB (LA),E-4,2012,NA,NA,1855307,NA,NA,NA,NA,NA,NA,NA,3291710,NA,NA,24,NA
BARKSDALE AFB (LA),E-4,2013,NA,NA,985368,NA,NA,NA,NA,NA,NA,NA,2901857,NA,NA,24,NA
BARKSDALE AFB (LA),E-4,2014,NA,NA,203738,NA,NA,NA,NA,NA,NA,NA,2266361,NA,NA,21,NA
BARKSDALE AFB (LA),E-9,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
BARKSDALE AFB (LA),EC-130,1996,NA,NA,1808346,NA,NA,NA,NA,NA,NA,NA,1808346,NA,NA,25,NA
BARKSDALE AFB (LA),EC-130,1997,NA,NA,1678970,NA,NA,NA,NA,NA,NA,NA,1678970,NA,NA,23,NA
BARKSDALE AFB (LA),EC-130,1998,NA,NA,1918970,NA,NA,NA,NA,NA,NA,NA,1918970,NA,NA,28,NA
BARKSDALE AFB (LA),EC-130,1999,NA,NA,1826531,NA,NA,NA,NA,NA,NA,NA,1826531,NA,NA,27,NA
BARKSDALE AFB (LA),EC-130,2000,NA,NA,1279493,NA,NA,NA,NA,NA,NA,NA,1279493,NA,NA,19,NA
BARKSDALE AFB (LA),EF-111,1996,7341,16462,15361,4999,3427,2440,NA,NA,NA,NA,91971,NA,NA,NA,NA
BARKSDALE AFB (LA),EF-111,1997,10395,14865,11538,1001,756,NA,NA,NA,NA,NA,46579,NA,NA,NA,NA
BARKSDALE AFB (LA),EF-111,1998,15102,13598,8554,1083,78,NA,NA,NA,NA,NA,42968,NA,NA,NA,NA
BARKSDALE AFB (LA),F-117,1996,12925,28984,7755,8802,NA,4297,NA,NA,NA,NA,136608,NA,NA,1,NA
BARKSDALE AFB (LA),F-117,1997,17585,25147,7625,1694,NA,NA,NA,NA,NA,NA,65623,NA,NA,1,NA
BARKSDALE AFB (LA),F-117,1998,34946,31465,7647,2506,NA,NA,NA,NA,NA,NA,87099,NA,NA,1,NA
BARKSDALE AFB (LA),F-117,1999,71429,31328,8545,5343,NA,NA,NA,NA,NA,NA,123612,NA,NA,1,NA
BARKSDALE AFB (LA),F-117,2000,49841,31327,7844,13550,NA,NA,NA,NA,NA,NA,110720,NA,NA,1,NA
BARKSDALE AFB (LA),F-117,2001,57833,28313,8052,18094,NA,NA,NA,NA,NA,NA,121752,NA,NA,1,NA
BARKSDALE AFB (LA),F-117,2002,55950,26850,9809,13576,NA,NA,NA,NA,NA,NA,113426,NA,NA,1,NA
BARKSDALE AFB (LA),F-117,2003,53620,33599,9080,7788,NA,NA,NA,NA,NA,NA,113557,NA,NA,1,NA
BARKSDALE AFB (LA),F-117,2004,46630,32829,5764,6523,NA,NA,NA,NA,NA,NA,96928,NA,NA,2,NA
BARKSDALE AFB (LA),F-117,2005,62602,30522,10651,16902,NA,NA,NA,NA,NA,NA,126036,NA,NA,2,NA
BARKSDALE AFB (LA),F-117,2006,68970,29303,6634,13509,NA,NA,NA,NA,NA,NA,122866,NA,NA,2,NA
BARKSDALE AFB (LA),F-117,2007,71832,30865,11540,26334,NA,NA,NA,NA,NA,NA,147013,NA,NA,2,NA
BARKSDALE AFB (LA),F-117,2008,43329,12958,3852,8281,NA,NA,NA,NA,NA,NA,72858,NA,NA,1,NA
BARKSDALE AFB (LA),F-15,1996,69771,156456,145999,47516,35206,23194,NA,NA,NA,NA,876763,NA,NA,4,NA
BARKSDALE AFB (LA),F-15,1997,97281,139116,107975,9370,7681,NA,NA,NA,NA,NA,436507,NA,NA,4,NA
BARKSDALE AFB (LA),F-15,1998,192995,173770,109310,13841,1683,NA,NA,NA,NA,NA,549784,NA,NA,5,NA
BARKSDALE AFB (LA),F-15,1999,420193,184289,124110,31433,1257,NA,NA,NA,NA,NA,802268,NA,NA,7,NA
BARKSDALE AFB (LA),F-15,2000,314504,197676,125680,85503,5365,NA,NA,NA,NA,NA,780205,NA,NA,6,NA
BARKSDALE AFB (LA),F-15,2001,364532,178462,96300,114991,NA,NA,NA,NA,NA,NA,813914,NA,NA,7,NA
BARKSDALE AFB (LA),F-15,2002,347184,166612,118632,84243,NA,NA,NA,NA,NA,NA,761604,NA,NA,6,NA
BARKSDALE AFB (LA),F-15,2003,339497,212735,123134,49309,NA,NA,NA,NA,NA,NA,784637,NA,NA,7,NA
BARKSDALE AFB (LA),F-15,2004,299834,211095,265319,41942,NA,NA,NA,NA,NA,NA,851513,NA,NA,10,NA
BARKSDALE AFB (LA),F-15,2005,376269,183455,371825,101590,25,NA,NA,NA,NA,NA,1065372,NA,NA,9,NA
BARKSDALE AFB (LA),F-15,2006,405791,172407,368082,79480,NA,NA,NA,NA,NA,NA,1051941,NA,NA,9,NA
BARKSDALE AFB (LA),F-15,2007,451754,194111,401655,165613,NA,NA,NA,NA,NA,NA,1253645,NA,NA,11,NA
BARKSDALE AFB (LA),F-15,2008,615733,184140,385829,117673,NA,NA,NA,NA,NA,NA,1366436,NA,NA,12,NA
BARKSDALE AFB (LA),F-15,2009,622245,181433,413715,97766,NA,NA,NA,NA,NA,NA,1401768,NA,NA,10,NA
BARKSDALE AFB (LA),F-15,2010,515181,162649,490155,59928,NA,NA,NA,NA,NA,NA,1331462,NA,NA,9,NA
BARKSDALE AFB (LA),F-15,2011,460633,186483,332891,NA,NA,NA,NA,NA,NA,NA,980007,NA,NA,8,NA
BARKSDALE AFB (LA),F-15,2012,352265,128883,239972,NA,NA,NA,NA,NA,NA,NA,721120,NA,NA,6,NA
BARKSDALE AFB (LA),F-15,2013,443578,87757,220165,NA,NA,NA,NA,NA,NA,NA,751500,NA,NA,7,NA
BARKSDALE AFB (LA),F-15,2014,524094,76608,222642,NA,NA,NA,NA,NA,NA,NA,823344,NA,NA,8,NA
BARKSDALE AFB (LA),F-16,1996,77175,173059,161492,52558,36009,25655,NA,NA,NA,NA,966869,NA,NA,5,NA
BARKSDALE AFB (LA),F-16,1997,112787,161290,125186,10863,8852,NA,NA,NA,NA,NA,506030,NA,NA,5,NA
BARKSDALE AFB (LA),F-16,1998,227766,205077,129003,16335,2106,NA,NA,NA,NA,NA,648955,NA,NA,6,NA
BARKSDALE AFB (LA),F-16,1999,479960,210502,141763,55988,1438,NA,NA,NA,NA,NA,958552,NA,NA,8,NA
BARKSDALE AFB (LA),F-16,2000,350752,220459,140165,219026,6608,NA,NA,NA,NA,NA,1091721,NA,NA,7,NA
BARKSDALE AFB (LA),F-16,2001,370684,181474,97926,270801,105,NA,NA,NA,NA,NA,1064294,NA,NA,7,NA
BARKSDALE AFB (LA),F-16,2002,342767,164493,117122,163306,2552,NA,NA,NA,NA,NA,856959,NA,NA,6,NA
BARKSDALE AFB (LA),F-16,2003,338350,212017,122718,49142,NA,NA,NA,NA,NA,NA,849665,NA,NA,7,NA
BARKSDALE AFB (LA),F-16,2004,292815,206153,259107,40960,NA,NA,NA,NA,NA,NA,884577,NA,NA,10,NA
BARKSDALE AFB (LA),F-16,2005,380223,185383,375732,270323,27,NA,NA,NA,NA,NA,1286464,NA,NA,9,NA
BARKSDALE AFB (LA),F-16,2006,414549,176128,376026,81195,NA,NA,NA,NA,NA,NA,1074644,NA,NA,10,NA
BARKSDALE AFB (LA),F-16,2007,432239,185725,384304,158459,NA,NA,NA,NA,NA,NA,1279973,NA,NA,10,NA
BARKSDALE AFB (LA),F-16,2008,586087,175274,367252,112008,NA,NA,NA,NA,NA,NA,1300646,NA,NA,11,NA
BARKSDALE AFB (LA),F-16,2009,624792,182176,415409,98166,NA,NA,NA,NA,NA,NA,1407507,NA,NA,10,NA
BARKSDALE AFB (LA),F-16,2010,579731,183029,551570,67437,NA,NA,NA,NA,NA,NA,1498290,NA,NA,11,NA
BARKSDALE AFB (LA),F-16,2011,531878,215326,656950,NA,NA,NA,NA,NA,NA,NA,1404154,NA,NA,11,NA
BARKSDALE AFB (LA),F-16,2012,410976,150363,450454,NA,NA,NA,NA,NA,NA,NA,1011793,NA,NA,8,NA
BARKSDALE AFB (LA),F-16,2013,569580,112685,441854,NA,NA,NA,NA,NA,NA,NA,1124119,NA,NA,10,NA
BARKSDALE AFB (LA),F-16,2014,718564,105035,437479,NA,NA,NA,NA,NA,NA,NA,1261078,NA,NA,11,NA
BARKSDALE AFB (LA),F-22,2003,2581,1617,437,375,NA,NA,NA,NA,NA,NA,5466,NA,NA,NA,NA
BARKSDALE AFB (LA),F-22,2004,4763,3354,589,666,NA,NA,NA,NA,NA,NA,9901,NA,NA,NA,NA
BARKSDALE AFB (LA),F-22,2005,13509,6586,2298,3647,NA,NA,NA,NA,NA,NA,27196,NA,NA,NA,NA
BARKSDALE AFB (LA),F-22,2006,49629,21086,4774,9721,NA,NA,NA,NA,NA,NA,88412,NA,NA,1,NA
BARKSDALE AFB (LA),F-22,2007,88026,37823,14142,32270,NA,NA,NA,NA,NA,NA,180155,NA,NA,2,NA
BARKSDALE AFB (LA),F-22,2008,122006,36487,10847,23317,NA,NA,NA,NA,NA,NA,205152,NA,NA,2,NA
BARKSDALE AFB (LA),F-22,2009,148396,43269,6583,23316,NA,NA,NA,NA,NA,NA,242219,NA,NA,2,NA
BARKSDALE AFB (LA),F-22,2010,185733,58638,23167,21605,NA,NA,NA,NA,NA,NA,326475,NA,NA,3,NA
BARKSDALE AFB (LA),F-22,2011,192238,77826,28329,NA,NA,NA,NA,NA,NA,NA,298393,NA,NA,3,NA
BARKSDALE AFB (LA),F-22,2012,163621,59864,29509,NA,NA,NA,NA,NA,NA,NA,252994,NA,NA,3,NA
BARKSDALE AFB (LA),F-22,2013,273218,54053,28967,NA,NA,NA,NA,NA,NA,NA,356238,NA,NA,4,NA
BARKSDALE AFB (LA),F-22,2014,324368,47414,30560,NA,NA,NA,NA,NA,NA,NA,402342,NA,NA,6,NA
BARKSDALE AFB (LA),F-35,2012,NA,NA,2078,NA,NA,NA,NA,NA,NA,NA,2078,NA,NA,NA,NA
BARKSDALE AFB (LA),F-35,2013,13500,2671,8125,NA,NA,NA,NA,NA,NA,NA,24296,NA,NA,NA,NA
BARKSDALE AFB (LA),F-35,2014,28532,4171,16638,NA,NA,NA,NA,NA,NA,NA,49341,NA,NA,NA,NA
BARKSDALE AFB (LA),F-4,1996,4769,10693,9978,3247,1930,1585,NA,NA,NA,NA,59445,NA,NA,NA,NA
BARKSDALE AFB (LA),F-4,1997,5371,7680,5961,517,358,NA,NA,NA,NA,NA,23394,NA,NA,NA,NA
BARKSDALE AFB (LA),F-4,1998,9325,14389,9051,1146,105,NA,NA,NA,NA,NA,38275,NA,NA,NA,NA
BARKSDALE AFB (LA),F-4,1999,10254,12947,8719,2208,73,NA,NA,NA,NA,NA,36466,NA,NA,NA,NA
BARKSDALE AFB (LA),F-4,2000,10333,14742,9373,6377,313,NA,NA,NA,NA,NA,44100,NA,NA,NA,NA
BARKSDALE AFB (LA),F-4,2001,14312,12801,6908,8181,NA,NA,NA,NA,NA,NA,45342,NA,NA,NA,NA
BARKSDALE AFB (LA),F-4,2002,11600,11023,7848,5573,NA,NA,NA,NA,NA,NA,38564,NA,NA,NA,NA
BARKSDALE AFB (LA),F-4,2003,8221,11483,6968,2790,NA,NA,NA,NA,NA,NA,31631,NA,NA,NA,NA
BARKSDALE AFB (LA),F-4,2004,7711,10292,5500,2104,NA,NA,NA,NA,NA,NA,26830,NA,NA,NA,NA
