Base,System,MD
ELLSWORTH AFB (SD),AIRCRAFT,C-135
ELLSWORTH AFB (SD),AIRCRAFT,C-21
ELLSWORTH AFB (SD),AIRCRAFT,E-4
ELLSWORTH AFB (SD),AIRCRAFT,EC-130
ELLSWORTH AFB (SD),AIRCRAFT,EF-111
ELLSWORTH AFB (SD),AIRCRAFT,F-117
ELLSWORTH AFB (SD),AIRCRAFT,F-15
ELLSWORTH AFB (SD),AIRCRAFT,F-16
ELLSWORTH AFB (SD),AIRCRAFT,F-22
ELLSWORTH AFB (SD),AIRCRAFT,F-35
ELLSWORTH AFB (SD),AIRCRAFT,F-4
ELLSWORTH AFB (SD),AIRCRAFT,HC-130
ELLSWORTH AFB (SD),AIRCRAFT,HH-60
ELLSWORTH AFB (SD),AIRCRAFT,KC-135
ELLSWORTH AFB (SD),AIRCRAFT,MQ-1
ELLSWORTH AFB (SD),AIRCRAFT,MQ-9
ELLSWORTH AFB (SD),AIRCRAFT,OC-135
ELLSWORTH AFB (SD),AIRCRAFT,OH-58
ELLSWORTH AFB (SD),AIRCRAFT,RC-135
ELLSWORTH AFB (SD),AIRCRAFT,T-38
ELLSWORTH AFB (SD),AIRCRAFT,UH-1
ELLSWORTH AFB (SD),GROUND CONTROL,MQ-1/9 GROUND CNTL
ELLSWORTH AFB (SD),MISSILES,AGM-129
ELLSWORTH AFB (SD),MISSILES,LGM-30
ELLSWORTH AFB (SD),MUNITIONS,AGM-69
ELLSWORTH AFB (SD),MUNITIONS,WRM AMMO
ELLSWORTH AFB (SD),OTHER,ATCALS
ELLSWORTH AFB (SD),OTHER,CBRNE DEFENSE
ELLSWORTH AFB (SD),OTHER,COMMAND CENTER
ELLSWORTH AFB (SD),OTHER,CONTINGENCY RESPONSE
ELLSWORTH AFB (SD),OTHER,COUNTER-WMD PROG
ELLSWORTH AFB (SD),OTHER,CTR DRUG OPS
ELLSWORTH AFB (SD),OTHER,CYBER NETWORK
ELLSWORTH AFB (SD),OTHER,DEPLOYABLE C3
ELLSWORTH AFB (SD),OTHER,GEOBASE SYS
ELLSWORTH AFB (SD),OTHER,GLOBAL C4I SYS
ELLSWORTH AFB (SD),OTHER,M&S
ELLSWORTH AFB (SD),OTHER,MISSION PLANNING
ELLSWORTH AFB (SD),OTHER,OPDEC
ELLSWORTH AFB (SD),OTHER,STRAT C4I
ELLSWORTH AFB (SD),OTHER,SVC WIDE SPT
ELLSWORTH AFB (SD),OTHER,TACTICAL COMM
ELLSWORTH AFB (SD),OTHER,TACTICAL DATA LINK
ELLSWORTH AFB (SD),OTHER,TBM
ELLSWORTH AFB (SD),OTHER,TRAINING RANGE
ELLSWORTH AFB (SD),OTHER,TRNG SPT
ELLSWORTH AFB (SD),OTHER,WEATHER SERVICE
ELLSWORTH AFB (SD),OTHER,WRM EQPT
ELLSWORTH AFB (SD),SPACE,DSCS
ELMENDORF AFB (AK),AIRCRAFT,A-10
ELMENDORF AFB (AK),AIRCRAFT,AT-38
ELMENDORF AFB (AK),AIRCRAFT,B-1
ELMENDORF AFB (AK),AIRCRAFT,C-12
ELMENDORF AFB (AK),AIRCRAFT,C-130
ELMENDORF AFB (AK),AIRCRAFT,C-135
ELMENDORF AFB (AK),AIRCRAFT,C-141
ELMENDORF AFB (AK),AIRCRAFT,C-17
ELMENDORF AFB (AK),AIRCRAFT,C-37
ELMENDORF AFB (AK),AIRCRAFT,C-40
ELMENDORF AFB (AK),AIRCRAFT,C-5
ELMENDORF AFB (AK),AIRCRAFT,C-9
ELMENDORF AFB (AK),AIRCRAFT,E-3
ELMENDORF AFB (AK),AIRCRAFT,E-4
ELMENDORF AFB (AK),AIRCRAFT,EC-130
ELMENDORF AFB (AK),AIRCRAFT,F-15
ELMENDORF AFB (AK),AIRCRAFT,F-16
ELMENDORF AFB (AK),AIRCRAFT,F-22
ELMENDORF AFB (AK),AIRCRAFT,HC-130
ELMENDORF AFB (AK),AIRCRAFT,HH-60
ELMENDORF AFB (AK),AIRCRAFT,KC-135
ELMENDORF AFB (AK),AIRCRAFT,LC-130
ELMENDORF AFB (AK),AIRCRAFT,MQ-1
ELMENDORF AFB (AK),AIRCRAFT,OC-135
ELMENDORF AFB (AK),AIRCRAFT,RC-135
ELMENDORF AFB (AK),AIRCRAFT,RC-26
ELMENDORF AFB (AK),AIRCRAFT,T-1
ELMENDORF AFB (AK),AIRCRAFT,T-38
ELMENDORF AFB (AK),AIRCRAFT,T-6
ELMENDORF AFB (AK),AIRCRAFT,UH-1
ELMENDORF AFB (AK),AIRCRAFT,WC-130
ELMENDORF AFB (AK),MUNITIONS,WRM AMMO
ELMENDORF AFB (AK),OTHER,AFDCGS
ELMENDORF AFB (AK),OTHER,AIRCOM
ELMENDORF AFB (AK),OTHER,ATCALS
ELMENDORF AFB (AK),OTHER,CBRNE DEFENSE
ELMENDORF AFB (AK),OTHER,COBRA JUDY
ELMENDORF AFB (AK),OTHER,COMBAT INTEL
ELMENDORF AFB (AK),OTHER,COMMAND CENTER
ELMENDORF AFB (AK),OTHER,CYBER NETWORK
ELMENDORF AFB (AK),OTHER,DEPLOYABLE C3
ELMENDORF AFB (AK),OTHER,GDIP
ELMENDORF AFB (AK),OTHER,GLOBAL C4I SYS
ELMENDORF AFB (AK),OTHER,INFO WARFARE
ELMENDORF AFB (AK),OTHER,LONG- HAUL COMM
ELMENDORF AFB (AK),OTHER,M&S
ELMENDORF AFB (AK),OTHER,MISSION PLANNING
ELMENDORF AFB (AK),OTHER,MOBILITY CMD CTR
ELMENDORF AFB (AK),OTHER,OPDEC
ELMENDORF AFB (AK),OTHER,OTHER PROGRAMS
ELMENDORF AFB (AK),OTHER,STRAT C4I
ELMENDORF AFB (AK),OTHER,SVC WIDE SPT
ELMENDORF AFB (AK),OTHER,TACTICAL CMD COMM
ELMENDORF AFB (AK),OTHER,TACTICAL COMM
ELMENDORF AFB (AK),OTHER,TACTICAL CRYPTO
ELMENDORF AFB (AK),OTHER,TACTICAL DATA LINK
ELMENDORF AFB (AK),OTHER,TACTICAL INTEL
ELMENDORF AFB (AK),OTHER,TBM
ELMENDORF AFB (AK),OTHER,TENCAP
ELMENDORF AFB (AK),OTHER,TRNG SPT
ELMENDORF AFB (AK),OTHER,WEATHER SERVICE
ELMENDORF AFB (AK),OTHER,WEATHER WARNING
ELMENDORF AFB (AK),OTHER,WRM EQPT
ELMENDORF AFB (AK),SPACE,BMEWS
ELMENDORF AFB (AK),SPACE,CHEYENNE MTN
ELMENDORF AFB (AK),SPACE,DSCS
ELMENDORF AFB (AK),SPACE,NORTH WARNING SYS
FAIRCHILD AFB (WA),AIRCRAFT,A-10
FAIRCHILD AFB (WA),AIRCRAFT,AT-38
FAIRCHILD AFB (WA),AIRCRAFT,B-2
FAIRCHILD AFB (WA),AIRCRAFT,B-52
FAIRCHILD AFB (WA),AIRCRAFT,C-12
FAIRCHILD AFB (WA),AIRCRAFT,C-130
FAIRCHILD AFB (WA),AIRCRAFT,C-135
FAIRCHILD AFB (WA),AIRCRAFT,C-17
FAIRCHILD AFB (WA),AIRCRAFT,C-21
FAIRCHILD AFB (WA),AIRCRAFT,C-26
FAIRCHILD AFB (WA),AIRCRAFT,C-32
FAIRCHILD AFB (WA),AIRCRAFT,C-38
FAIRCHILD AFB (WA),AIRCRAFT,C-40
FAIRCHILD AFB (WA),AIRCRAFT,E-4
FAIRCHILD AFB (WA),AIRCRAFT,EC-130
FAIRCHILD AFB (WA),AIRCRAFT,EF-111
FAIRCHILD AFB (WA),AIRCRAFT,F-117
FAIRCHILD AFB (WA),AIRCRAFT,F-15
FAIRCHILD AFB (WA),AIRCRAFT,F-16
FAIRCHILD AFB (WA),AIRCRAFT,F-22
FAIRCHILD AFB (WA),AIRCRAFT,F-35
FAIRCHILD AFB (WA),AIRCRAFT,F-4
FAIRCHILD AFB (WA),AIRCRAFT,GKC-135
FAIRCHILD AFB (WA),AIRCRAFT,HC-130
FAIRCHILD AFB (WA),AIRCRAFT,HH-60
FAIRCHILD AFB (WA),AIRCRAFT,KC-135
FAIRCHILD AFB (WA),AIRCRAFT,OC-135
FAIRCHILD AFB (WA),AIRCRAFT,RC-26
FAIRCHILD AFB (WA),AIRCRAFT,T-1
FAIRCHILD AFB (WA),AIRCRAFT,T-37
FAIRCHILD AFB (WA),AIRCRAFT,T-38
FAIRCHILD AFB (WA),AIRCRAFT,T-6
FAIRCHILD AFB (WA),AIRCRAFT,UH-1
FAIRCHILD AFB (WA),AIRCRAFT,WC-130
FAIRCHILD AFB (WA),MISSILES,AGM-129
FAIRCHILD AFB (WA),MISSILES,AGM-86
FAIRCHILD AFB (WA),OTHER,AIR TRAFFIC CONTROL
FAIRCHILD AFB (WA),OTHER,ATCALS
FAIRCHILD AFB (WA),OTHER,CBRNE DEFENSE
FAIRCHILD AFB (WA),OTHER,CYBER NETWORK
FAIRCHILD AFB (WA),OTHER,DEPLOYABLE C3
FAIRCHILD AFB (WA),OTHER,EXPEDITIONARY EXERCISES
FAIRCHILD AFB (WA),OTHER,GDIP
FAIRCHILD AFB (WA),OTHER,GEOBASE SYS
FAIRCHILD AFB (WA),OTHER,LONG- HAUL COMM
FAIRCHILD AFB (WA),OTHER,MOBILITY CMD CTR
FAIRCHILD AFB (WA),OTHER,SVC WIDE SPT
FAIRCHILD AFB (WA),OTHER,T&E SPT
FAIRCHILD AFB (WA),OTHER,TACTICAL CRYPTO
FAIRCHILD AFB (WA),OTHER,TRNG SPT
FAIRCHILD AFB (WA),OTHER,WEATHER SERVICE
FAIRCHILD AFB (WA),OTHER,WRM EQPT
FAIRCHILD AFB (WA),SPACE,DEF MET SAT
FAIRCHILD AFB (WA),SPACE,DSCS
FAIRCHILD AFB (WA),SPACE,SPACE OPS
FRANCIS E WARREN AFB (WY),AIRCRAFT,C-130
FRANCIS E WARREN AFB (WY),AIRCRAFT,C-135
FRANCIS E WARREN AFB (WY),AIRCRAFT,E-4
FRANCIS E WARREN AFB (WY),AIRCRAFT,EC-130
FRANCIS E WARREN AFB (WY),AIRCRAFT,F-16
FRANCIS E WARREN AFB (WY),AIRCRAFT,HC-130
FRANCIS E WARREN AFB (WY),AIRCRAFT,HH-60
FRANCIS E WARREN AFB (WY),AIRCRAFT,LC-130
FRANCIS E WARREN AFB (WY),AIRCRAFT,OC-135
FRANCIS E WARREN AFB (WY),AIRCRAFT,T-37
FRANCIS E WARREN AFB (WY),AIRCRAFT,T-38
FRANCIS E WARREN AFB (WY),AIRCRAFT,UH-1
FRANCIS E WARREN AFB (WY),AIRCRAFT,WC-130
FRANCIS E WARREN AFB (WY),MISSILES,AGM-86
FRANCIS E WARREN AFB (WY),MISSILES,LGM-118
FRANCIS E WARREN AFB (WY),MISSILES,LGM-30
FRANCIS E WARREN AFB (WY),MUNITIONS,WRM AMMO
FRANCIS E WARREN AFB (WY),OTHER,ATCALS
FRANCIS E WARREN AFB (WY),OTHER,CBRNE DEFENSE
FRANCIS E WARREN AFB (WY),OTHER,COMMAND CENTER
FRANCIS E WARREN AFB (WY),OTHER,CYBER NETWORK
FRANCIS E WARREN AFB (WY),OTHER,OTHER PROGRAMS
FRANCIS E WARREN AFB (WY),OTHER,SVC WIDE SPT
FRANCIS E WARREN AFB (WY),OTHER,WEATHER SERVICE
FRANCIS E WARREN AFB (WY),SPACE,AFSCN
FRANCIS E WARREN AFB (WY),SPACE,CHEYENNE MTN
FRANCIS E WARREN AFB (WY),SPACE,DSCS
FRANCIS E WARREN AFB (WY),SPACE,MCCC
FRANCIS E WARREN AFB (WY),SPACE,SBIRS
FRANCIS E WARREN AFB (WY),SPACE,SPACE OPS
GOODFELLOW AFB (TX),AIRCRAFT,AT-38
GOODFELLOW AFB (TX),AIRCRAFT,C-130
GOODFELLOW AFB (TX),AIRCRAFT,C-135
GOODFELLOW AFB (TX),AIRCRAFT,F-15
GOODFELLOW AFB (TX),AIRCRAFT,MC-12
GOODFELLOW AFB (TX),AIRCRAFT,OC-135
GOODFELLOW AFB (TX),AIRCRAFT,RC-135
GOODFELLOW AFB (TX),AIRCRAFT,T-1
GOODFELLOW AFB (TX),AIRCRAFT,T-37
GOODFELLOW AFB (TX),AIRCRAFT,T-38
GOODFELLOW AFB (TX),AIRCRAFT,T-6
GOODFELLOW AFB (TX),AIRCRAFT,TC-135
GOODFELLOW AFB (TX),AIRCRAFT,TU-2
GOODFELLOW AFB (TX),AIRCRAFT,U-2
GOODFELLOW AFB (TX),AIRCRAFT,WC-135
GOODFELLOW AFB (TX),OTHER,AFDCGS
GOODFELLOW AFB (TX),OTHER,CBRNE DEFENSE
GOODFELLOW AFB (TX),OTHER,COUNTER-WMD PROG
GOODFELLOW AFB (TX),OTHER,CYBER NETWORK
GOODFELLOW AFB (TX),OTHER,DATA ANALYSIS
GOODFELLOW AFB (TX),OTHER,GDIP
GOODFELLOW AFB (TX),OTHER,MISSION PLANNING
GOODFELLOW AFB (TX),OTHER,OTHER PROGRAMS
GOODFELLOW AFB (TX),OTHER,SVC WIDE SPT
GOODFELLOW AFB (TX),OTHER,TACTICAL COMM
GOODFELLOW AFB (TX),OTHER,TACTICAL CRYPTO
GOODFELLOW AFB (TX),SPACE,SPACE OPS
GRAND FORKS AFB (ND),AIRCRAFT,B-1
GRAND FORKS AFB (ND),AIRCRAFT,C-12
GRAND FORKS AFB (ND),AIRCRAFT,C-130
GRAND FORKS AFB (ND),AIRCRAFT,C-135
GRAND FORKS AFB (ND),AIRCRAFT,C-137
GRAND FORKS AFB (ND),AIRCRAFT,C-20
GRAND FORKS AFB (ND),AIRCRAFT,C-21
GRAND FORKS AFB (ND),AIRCRAFT,C-32
GRAND FORKS AFB (ND),AIRCRAFT,C-9
GRAND FORKS AFB (ND),AIRCRAFT,CT-43
GRAND FORKS AFB (ND),AIRCRAFT,E-4
GRAND FORKS AFB (ND),AIRCRAFT,EC-135
GRAND FORKS AFB (ND),AIRCRAFT,F-15
GRAND FORKS AFB (ND),AIRCRAFT,F-16
GRAND FORKS AFB (ND),AIRCRAFT,HH-1
GRAND FORKS AFB (ND),AIRCRAFT,KC-135
GRAND FORKS AFB (ND),AIRCRAFT,OC-135
GRAND FORKS AFB (ND),AIRCRAFT,RQ-4
GRAND FORKS AFB (ND),AIRCRAFT,UH-1
GRAND FORKS AFB (ND),GROUND CONTROL,RQ-4 GROUND CNTL
GRAND FORKS AFB (ND),MISSILES,LGM-30
GRAND FORKS AFB (ND),OTHER,ATCALS
GRAND FORKS AFB (ND),OTHER,CBRNE DEFENSE
GRAND FORKS AFB (ND),OTHER,C-PROLIF PROG
GRAND FORKS AFB (ND),OTHER,CYBER NETWORK
GRAND FORKS AFB (ND),OTHER,DEPLOYABLE C3
GRAND FORKS AFB (ND),OTHER,GEOBASE SYS
GRAND FORKS AFB (ND),OTHER,LONG- HAUL COMM
GRAND FORKS AFB (ND),OTHER,MOBILITY CMD CTR
GRAND FORKS AFB (ND),OTHER,STRAT C4I
GRAND FORKS AFB (ND),OTHER,SVC WIDE SPT
GRAND FORKS AFB (ND),OTHER,TACTICAL COMM
GRAND FORKS AFB (ND),OTHER,TACTICAL DATA LINK
GRAND FORKS AFB (ND),OTHER,WEATHER SERVICE
GRAND FORKS AFB (ND),OTHER,WRM EQPT
GRAND FORKS AFB (ND),SPACE,DSCS
GRAND FORKS AFB (ND),SPACE,SLBM RADAR WARNING
GRAND FORKS AFB (ND),SPACE,SPACE OPS
HANSCOM AFB (MA),AIRCRAFT,A-10
HANSCOM AFB (MA),AIRCRAFT,AC-130
HANSCOM AFB (MA),AIRCRAFT,AT-38
HANSCOM AFB (MA),AIRCRAFT,B-1
HANSCOM AFB (MA),AIRCRAFT,B-2
HANSCOM AFB (MA),AIRCRAFT,B-52
HANSCOM AFB (MA),AIRCRAFT,C-130
HANSCOM AFB (MA),AIRCRAFT,C-135
HANSCOM AFB (MA),AIRCRAFT,C-141
HANSCOM AFB (MA),AIRCRAFT,C-17
HANSCOM AFB (MA),AIRCRAFT,C-5
HANSCOM AFB (MA),AIRCRAFT,CV-22
HANSCOM AFB (MA),AIRCRAFT,E-3
HANSCOM AFB (MA),AIRCRAFT,E-4
HANSCOM AFB (MA),AIRCRAFT,E-8
HANSCOM AFB (MA),AIRCRAFT,EC-130
HANSCOM AFB (MA),AIRCRAFT,EC-135
HANSCOM AFB (MA),AIRCRAFT,EF-111
HANSCOM AFB (MA),AIRCRAFT,F-117
HANSCOM AFB (MA),AIRCRAFT,F-15
HANSCOM AFB (MA),AIRCRAFT,F-16
HANSCOM AFB (MA),AIRCRAFT,F-35
HANSCOM AFB (MA),AIRCRAFT,HC-130
HANSCOM AFB (MA),AIRCRAFT,HH-60
HANSCOM AFB (MA),AIRCRAFT,KC-135
HANSCOM AFB (MA),AIRCRAFT,MC-130
HANSCOM AFB (MA),AIRCRAFT,NC-135
HANSCOM AFB (MA),AIRCRAFT,RC-135
HANSCOM AFB (MA),AIRCRAFT,T-38
HANSCOM AFB (MA),AIRCRAFT,TE-8
HANSCOM AFB (MA),AIRCRAFT,UH-1
HANSCOM AFB (MA),AIRCRAFT,WC-130
HANSCOM AFB (MA),AIRCRAFT,WC-135
HANSCOM AFB (MA),MUNITIONS,WRM AMMO
HANSCOM AFB (MA),OTHER,ADV COMM SYS
HANSCOM AFB (MA),OTHER,AFDCGS
HANSCOM AFB (MA),OTHER,AIR TRAFFIC CONTROL
HANSCOM AFB (MA),OTHER,AIRCOM
HANSCOM AFB (MA),OTHER,ATCALS
HANSCOM AFB (MA),OTHER,CBRNE DEFENSE
HANSCOM AFB (MA),OTHER,COMMAND CENTER
HANSCOM AFB (MA),OTHER,CTR DRUG OPS
HANSCOM AFB (MA),OTHER,CYBER NETWORK
HANSCOM AFB (MA),OTHER,DATA ANALYSIS
HANSCOM AFB (MA),OTHER,DEPLOYABLE C3
HANSCOM AFB (MA),OTHER,GDIP
HANSCOM AFB (MA),OTHER,GEOBASE SYS
HANSCOM AFB (MA),OTHER,GLOBAL C4I SYS
HANSCOM AFB (MA),OTHER,IBS
HANSCOM AFB (MA),OTHER,INFO TECH
HANSCOM AFB (MA),OTHER,INFO WARFARE
HANSCOM AFB (MA),OTHER,JOINT TACT COMM
HANSCOM AFB (MA),OTHER,LONG- HAUL COMM
HANSCOM AFB (MA),OTHER,M&S
HANSCOM AFB (MA),OTHER,MGMT SW
HANSCOM AFB (MA),OTHER,MISSION PLANNING
HANSCOM AFB (MA),OTHER,NUC WPN SPT
HANSCOM AFB (MA),OTHER,OTHER PROGRAMS
HANSCOM AFB (MA),OTHER,PRODUCTIVY ENHANCE
HANSCOM AFB (MA),OTHER,RESERVE SPT
HANSCOM AFB (MA),OTHER,SSA OPS
HANSCOM AFB (MA),OTHER,SVC WIDE SPT
HANSCOM AFB (MA),OTHER,T&E SPT
HANSCOM AFB (MA),OTHER,TACTICAL CMD COMM
HANSCOM AFB (MA),OTHER,TACTICAL COMM
HANSCOM AFB (MA),OTHER,TACTICAL CRYPTO
HANSCOM AFB (MA),OTHER,TACTICAL DATA LINK
HANSCOM AFB (MA),OTHER,TACTICAL INTEL
HANSCOM AFB (MA),OTHER,TBM
HANSCOM AFB (MA),OTHER,TRNG SPT
HANSCOM AFB (MA),OTHER,WEATHER SERVICE
HANSCOM AFB (MA),OTHER,WEATHER WARNING
HANSCOM AFB (MA),SPACE,AFSCN
HANSCOM AFB (MA),SPACE,CHEYENNE MTN
HANSCOM AFB (MA),SPACE,CSEL
HANSCOM AFB (MA),SPACE,DSCS
HANSCOM AFB (MA),SPACE,MEECN
HANSCOM AFB (MA),SPACE,NORTH ATLANTIC DEF SYS
HANSCOM AFB (MA),SPACE,NORTH WARNING SYS
HANSCOM AFB (MA),SPACE,SBIRS
HANSCOM AFB (MA),SPACE,SPACE DEFENSE
HANSCOM AFB (MA),SPACE,SPACETRACK
HANSCOM AFB (MA),SPACE,SSA SYS
HICKAM AFB (HI),AIRCRAFT,A-10
HICKAM AFB (HI),AIRCRAFT,AT-38
HICKAM AFB (HI),AIRCRAFT,B-1
HICKAM AFB (HI),AIRCRAFT,B-2
HICKAM AFB (HI),AIRCRAFT,B-52
HICKAM AFB (HI),AIRCRAFT,C-12
HICKAM AFB (HI),AIRCRAFT,C-130
HICKAM AFB (HI),AIRCRAFT,C-135
HICKAM AFB (HI),AIRCRAFT,C-137
HICKAM AFB (HI),AIRCRAFT,C-141
HICKAM AFB (HI),AIRCRAFT,C-17
HICKAM AFB (HI),AIRCRAFT,C-20
HICKAM AFB (HI),AIRCRAFT,C-21
HICKAM AFB (HI),AIRCRAFT,C-26
HICKAM AFB (HI),AIRCRAFT,C-32
HICKAM AFB (HI),AIRCRAFT,C-37
HICKAM AFB (HI),AIRCRAFT,C-40
HICKAM AFB (HI),AIRCRAFT,C-5
HICKAM AFB (HI),AIRCRAFT,C-9
HICKAM AFB (HI),AIRCRAFT,CT-43
HICKAM AFB (HI),AIRCRAFT,E-3
HICKAM AFB (HI),AIRCRAFT,EC-130
HICKAM AFB (HI),AIRCRAFT,EC-135
HICKAM AFB (HI),AIRCRAFT,F-15
HICKAM AFB (HI),AIRCRAFT,F-16
HICKAM AFB (HI),AIRCRAFT,F-22
HICKAM AFB (HI),AIRCRAFT,HC-130
HICKAM AFB (HI),AIRCRAFT,HH-60
HICKAM AFB (HI),AIRCRAFT,KC-10
HICKAM AFB (HI),AIRCRAFT,KC-135
HICKAM AFB (HI),AIRCRAFT,LC-130
HICKAM AFB (HI),AIRCRAFT,MC-130
HICKAM AFB (HI),AIRCRAFT,MQ-1
HICKAM AFB (HI),AIRCRAFT,OC-135
HICKAM AFB (HI),AIRCRAFT,RC-135
HICKAM AFB (HI),AIRCRAFT,RC-26
HICKAM AFB (HI),AIRCRAFT,RQ-4
HICKAM AFB (HI),AIRCRAFT,T-1
HICKAM AFB (HI),AIRCRAFT,T-37
HICKAM AFB (HI),AIRCRAFT,T-38
HICKAM AFB (HI),AIRCRAFT,T-6
HICKAM AFB (HI),AIRCRAFT,TC-135
HICKAM AFB (HI),AIRCRAFT,TU-2
HICKAM AFB (HI),AIRCRAFT,U-2
HICKAM AFB (HI),AIRCRAFT,UC-26
HICKAM AFB (HI),AIRCRAFT,UH-1
HICKAM AFB (HI),AIRCRAFT,WC-130
HICKAM AFB (HI),AIRCRAFT,WC-135
HICKAM AFB (HI),MUNITIONS,WRM AMMO
HICKAM AFB (HI),OTHER,ACQ SPT
HICKAM AFB (HI),OTHER,ADV COMM SYS
HICKAM AFB (HI),OTHER,AFDCGS
HICKAM AFB (HI),OTHER,AIR TRAFFIC CONTROL
HICKAM AFB (HI),OTHER,AIRCOM
HICKAM AFB (HI),OTHER,ATCALS
HICKAM AFB (HI),OTHER,CBRNE DEFENSE
HICKAM AFB (HI),OTHER,COBRA JUDY
HICKAM AFB (HI),OTHER,COMBAT INTEL
HICKAM AFB (HI),OTHER,COMMAND CENTER
HICKAM AFB (HI),OTHER,CONTINGENCY RESPONSE
HICKAM AFB (HI),OTHER,COUNTER-WMD PROG
HICKAM AFB (HI),OTHER,C-PROLIF PROG
HICKAM AFB (HI),OTHER,CYBER NETWORK
HICKAM AFB (HI),OTHER,DATA ANALYSIS
HICKAM AFB (HI),OTHER,DEPLOYABLE C3
HICKAM AFB (HI),OTHER,GDIP
HICKAM AFB (HI),OTHER,GEOBASE SYS
HICKAM AFB (HI),OTHER,GLOBAL C4I SYS
HICKAM AFB (HI),OTHER,INFO TECH
HICKAM AFB (HI),OTHER,INFO WARFARE
HICKAM AFB (HI),OTHER,JOINT TACT COMM
HICKAM AFB (HI),OTHER,LONG- HAUL COMM
HICKAM AFB (HI),OTHER,M&S
HICKAM AFB (HI),OTHER,MGMT SW
HICKAM AFB (HI),OTHER,MISSION PLANNING
HICKAM AFB (HI),OTHER,MOBILITY CMD CTR
HICKAM AFB (HI),OTHER,OPDEC
HICKAM AFB (HI),OTHER,OTHER PROGRAMS
HICKAM AFB (HI),OTHER,RESERVE SPT
HICKAM AFB (HI),OTHER,STRAT C4I
HICKAM AFB (HI),OTHER,SVC WIDE SPT
HICKAM AFB (HI),OTHER,T&E SPT
HICKAM AFB (HI),OTHER,TACTICAL CMD COMM
HICKAM AFB (HI),OTHER,TACTICAL COMM
HICKAM AFB (HI),OTHER,TACTICAL CRYPTO
HICKAM AFB (HI),OTHER,TACTICAL DATA LINK
HICKAM AFB (HI),OTHER,TACTICAL INTEL
HICKAM AFB (HI),OTHER,TBM
HICKAM AFB (HI),OTHER,TENCAP
HICKAM AFB (HI),OTHER,TRNG SPT
HICKAM AFB (HI),OTHER,WEATHER SERVICE
HICKAM AFB (HI),OTHER,WEATHER WARNING
HICKAM AFB (HI),OTHER,WRM EQPT
HICKAM AFB (HI),SPACE,AFSCN
HICKAM AFB (HI),SPACE,CHEYENNE MTN
HICKAM AFB (HI),SPACE,DSCS
HICKAM AFB (HI),SPACE,SPACE OPS
HILL AFB (UT),AIRCRAFT,A-10
HILL AFB (UT),AIRCRAFT,AC-130
HILL AFB (UT),AIRCRAFT,AT-38
HILL AFB (UT),AIRCRAFT,B-1
HILL AFB (UT),AIRCRAFT,B-2
HILL AFB (UT),AIRCRAFT,B-52
HILL AFB (UT),AIRCRAFT,C-12
HILL AFB (UT),AIRCRAFT,C-130
HILL AFB (UT),AIRCRAFT,C-135
HILL AFB (UT),AIRCRAFT,C-141
HILL AFB (UT),AIRCRAFT,C-17
HILL AFB (UT),AIRCRAFT,C-20
HILL AFB (UT),AIRCRAFT,C-21
HILL AFB (UT),AIRCRAFT,C-26
HILL AFB (UT),AIRCRAFT,C-32
HILL AFB (UT),AIRCRAFT,C-37
HILL AFB (UT),AIRCRAFT,C-38
HILL AFB (UT),AIRCRAFT,C-40
HILL AFB (UT),AIRCRAFT,C-5
HILL AFB (UT),AIRCRAFT,C-9
HILL AFB (UT),AIRCRAFT,CV-22
HILL AFB (UT),AIRCRAFT,E-3
HILL AFB (UT),AIRCRAFT,E-4
HILL AFB (UT),AIRCRAFT,E-8
HILL AFB (UT),AIRCRAFT,EC-130
HILL AFB (UT),AIRCRAFT,EF-111
HILL AFB (UT),AIRCRAFT,F-117
HILL AFB (UT),AIRCRAFT,F-15
HILL AFB (UT),AIRCRAFT,F-16
HILL AFB (UT),AIRCRAFT,F-22
HILL AFB (UT),AIRCRAFT,F-35
HILL AFB (UT),AIRCRAFT,F-4
HILL AFB (UT),AIRCRAFT,HC-130
HILL AFB (UT),AIRCRAFT,HH-1
HILL AFB (UT),AIRCRAFT,HH-60
HILL AFB (UT),AIRCRAFT,KC-10
HILL AFB (UT),AIRCRAFT,KC-135
HILL AFB (UT),AIRCRAFT,LC-130
HILL AFB (UT),AIRCRAFT,MC-130
HILL AFB (UT),AIRCRAFT,MH-53
HILL AFB (UT),AIRCRAFT,MH-60
HILL AFB (UT),AIRCRAFT,MQ-1
HILL AFB (UT),AIRCRAFT,MQ-9
HILL AFB (UT),AIRCRAFT,NC-130
HILL AFB (UT),AIRCRAFT,NKC-135
HILL AFB (UT),AIRCRAFT,OC-135
HILL AFB (UT),AIRCRAFT,QF-4
HILL AFB (UT),AIRCRAFT,RC-135
HILL AFB (UT),AIRCRAFT,T-1
HILL AFB (UT),AIRCRAFT,T-3
HILL AFB (UT),AIRCRAFT,T-37
HILL AFB (UT),AIRCRAFT,T-38
HILL AFB (UT),AIRCRAFT,T-41
HILL AFB (UT),AIRCRAFT,T-43
HILL AFB (UT),AIRCRAFT,T-51
HILL AFB (UT),AIRCRAFT,T-6
HILL AFB (UT),AIRCRAFT,TC-130
HILL AFB (UT),AIRCRAFT,TC-135
HILL AFB (UT),AIRCRAFT,TE-8
HILL AFB (UT),AIRCRAFT,TG-10
HILL AFB (UT),AIRCRAFT,TG-11
HILL AFB (UT),AIRCRAFT,TG-14
